"id","game_title","year"
"10538","Football Director DS","2008"
"10539","Shellshock","1995"
"10540","Blue Stinger","1999"
"10541","Yggdra Union: We'll Never Fight Alone","2008"
"10542","The Destiny of Zorro","2009"
"10543","Hot Wheels Ultimate Racing","2007"
"10544","Capcom vs. SNK 2 EO","2003"
"10545","Inazuma Eleven GO Strikers 2013","2012"
"10546","Metal Gear Solid HD Edition","2011"
"10548","Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS","2007"
"10549","Urban Chaos","1999"
"10550","Creeper World 3: Arc Eternal","2009"
"10551","Monkey Mischief! Party Time","2008"
"10552","Draglade","2007"
"10553","DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun","2007"
"10554","Water Sports","2009"
"10555","Freaky Flyers","2003"
"10556","Baten Kaitos Origins","2006"
"10557","E�O�E: Eve of Extinction","2002"
"10560","Penguin no Mondai: The World","2010"
"10562","Yaiba: Ninja Gaiden Z","2014"
"10565","Hakuouki Portable","2009"
"10567","Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage","2009"
"10569","KORG DS-10 Synthesizer Plus","2009"
"10570","World Snooker Championship 2007","2007"
"10572","RLH: Run Like Hell","2002"
"10573","Digimon Adventure","2013"
"10574","Doom 3","2004"
"10578","Monster Rancher EVO","2005"
"10579","Project Hacker: Kakusei","2006"
"10580","Pajama Sam: Don't Fear The Dark","2008"
"10583","Wasteland 2","2015"
"10585","Olympic Summer Games: Atlanta 1996","1996"
"10586","Little League World Series Baseball 2008","2008"
"10588","Tatsunoko vs. Capcom: Cross Generation of Heroes","2008"
"10590","Darius Gaiden","1995"
"10591","All Kamen Rider: Rider Generation 2","2012"
"10592","Beach Spikers: Virtua Beach Volleyball","2002"
"10593","Total War: WARHAMMER","2016"
"10594","Tom Clancy's Ghost Recon: Predator","2010"
"10595","You Don't Know Jack: Mock 2","2000"
"10596","Blue Dragon: Awakened Shadow","2009"
"10597","3D Tank Warfare Simulator Panzer Front","1999"
"10599","NASCAR The Game: Inside Line","2012"
"10600","Sudoku Mania","2006"
"10602","Rolling Stone: Drum King","2009"
"10603","Jade Cocoon 2","2001"
"10604","Lord of Apocalypse","2011"
"10605","Bejeweled Twist","2010"
"10607","Kabushiki Baibai Trainer: Kabutore!","2006"
"10608","Sword & Sorcery","1996"
"10614","Bullet Witch","2006"
"10615","USA Today Puzzle Craze","2009"
"10616","Machi-Ing Maker 3 x Tousouchuu","2010"
"10618","SNK vs. Capcom: SVC Chaos","2004"
"10619","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","2005"
"10620","Choujikuu Yousai Macross: Ai Oboete Imasu ka","1997"
"10621","Vanishing Point","2001"
"10623","Dragonseeds","1998"
"10625","Opoona","2007"
"10626","Big League Sports","2008"
"10628","Nodame Cantabile","2007"
"10629","Alien Hominid","2004"
"10630","Record of Agarest War Zero","2010"
"10631","L'Aigle de Guerre","2001"
"10632","Jeopardy!","1998"
"10634","Aidyn Chronicles: The First Mage","2001"
"10635","Aquapazza: Aquaplus Dream Match","2012"
"10636","Virtual Pool 64","1998"
"10637","Indy Racing 2000","2000"
"10638","Flying Dragon","1997"
"10639","International Superstar Soccer 64 (weekly JP sales)","1997"
"10640","Lode Runner 3-D","1998"
"10641","The History Channel: Civil War - Secret Missions","2008"
"10642","GT64 Championship Edition","1998"
"10643","Milo's Astro Lanes","1998"
"10644","Gekido","1999"
"10646","Fifi and the Flowertots","2009"
"10647","Disney's The Jungle Book","2002"
"10648","King of Clubs: Mini Golf","2008"
"10650","Cate West: The Vanishing Files","2008"
"10651","Army Men World War: Team Assault","2001"
"10656","NBA Ballers: Rebound","2006"
"10657","King's Field: The Ancient City","2001"
"10658","LEGO Rock Raiders","1999"
"10659","Silent Scope Complete","2004"
"10660","Digimon All-Star Rumble","2014"
"10661","Ghost in the Shell","1997"
"10662","Atelier Sophie: The Alchemist of the Mysterious Book","2015"
"10663","Marvel Super Hero Squad: The Infinity Gauntlet","2011"
"10665","Tom Clancy's Classic Trilogy","2004"
"10666","Harvest Moon DS Cute (jp sales)","2005"
"10667","Bleach: Dark Souls (JP sales)","2007"
"10670","Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training","2007"
"10672","Sneakers","2002"
"10674","Crime Crackers","1994"
"10675","Earth Defense Force 2025.1: The Shadow of New Despair","2015"
"10677","Micro Machines V3","1997"
"10679","College Hoops 2K6","2005"
"10680","Sakura Wars 2: Kimi, Shinitamou koto Nakare","2000"
"10681","NatGeo Challenge! Wild Life","2010"
"10682","Idol Janshi Suchie-Pai Remix","1995"
"10685","Exhibition Volume 03","2003"
"10686","Zero4 Champ RR-Z","1995"
"10687","Initial D: Street Stage","2006"
"10688","Tales of Innocence R","2012"
"10689","Generator Rex: Agent of Providence","2011"
"10690","Petz Hamsterz Superstarz","2009"
"10693","Age of Empires II: The Age of Kings","1999"
"10694","Warhammer 40,000: Dawn of War II - Chaos Rising","2010"
"10696","CSI: Hard Evidence","2007"
"10698","Code Lyoko: Quest for Infinity","2007"
"10699","Fate/hollow ataraxia","2014"
"10700","Lucky * Star: Ryouou Gakuen Outousai","2008"
"10702","Murder in Venice","2011"
"10703","Nancy Drew: The Model Mysteries","2010"
"10705","Naruto Shippuden: Gekito Ninja Taisen! EX","2007"
"10706","Universal Studios Theme Parks Adventure","2001"
"10707","Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS","2009"
"10708","Little League World Series Baseball 2010","2010"
"10709","Piglet's Big Game","2003"
"10710","Real Bout Garou Densetsu","1996"
"10713","Project FIFA World Cup","2002"
"10714","System Flaw","2009"
"10721","Burnout Paradise: The Ultimate Box","2009"
"10722","Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen","2004"
"10725","Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou","2008"
"10726","Star Trek: Shattered Universe","2004"
"10727","The Land Before Time: Great Valley Racing Adventure","2001"
"10728","Ultra Street Fighter IV","2015"
"10730","Cubic Ninja","2011"
"10731","Championship Pony","2008"
"10732","Harvest Moon: Frantic Farming","2009"
"10733","Rise of the Tomb Raider","2016"
"10734","Pinball Hall of Fame: The Williams Collection","2011"
"10736","Power Stone Collection","2006"
"10738","Blast Chamber","1996"
"10740","Mana Khemia: Student Alliance","2008"
"10741","Retro Game Challenge (US sales)","2007"
"10742","EyeToy: Operation Spy","2005"
"10744","MotoGP 07","2007"
"10745","Touch Detective","2006"
"10746","Option Tuning Car Battle","1998"
"10748","Derby Jockey 2","1995"
"10749","Famicom Mini: Mappy","2004"
"10751","Descent Maximum","1997"
"10752","Disney Sing It! High School Musical 3: Senior Year","2009"
"10753","Blast Works: Build, Trade, Destroy","2008"
"10756","Shining Force EXA","2007"
"10757","Virtual Pro Wrestling","1996"
"10759","Shadow Tower","1998"
"10762","Dragon Ball: Evolution","2009"
"10763","Red Bull BC One","2008"
"10764","Heatseeker","2007"
"10765","Watchmen: The End is Nigh Part 1 & 2","2009"
"10766","Ford Racing 3","2005"
"10768","Guilty Gear Isuka","2004"
"10771","Shadow Master","1997"
"10772","Global Touring Challenge: Africa","2001"
"10774","Dead or Alive 5","2013"
"10775","Tokimeki Memorial: Taisen Pazurudama","1996"
"10776","InuYasha: Secret of the Divine Jewel","2007"
"10777","MotoGP 2","2003"
"10778","Pro Yakyuu Famista DS","2007"
"10779","Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero","2002"
"10780","BIT.TRIP COMPLETE","2011"
"10781","EyeCreate","2007"
"10783","Paws & Claws: Pet Vet","2009"
"10784","Touch Mechanic","2008"
"10785","Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta","2012"
"10786","Ar tonelico: Melody of Elemia","2006"
"10787","Man vs. Wild","2011"
"10788","Sol Trigger","2012"
"10790","Castlevania Double Pack","2006"
"10791","Ballistic: Ecks vs. Sever","2002"
"10793","Steel Battalion","2002"
"10795","Glory Days 2","2007"
"10796","Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama","2009"
"10797","Street Fighter Collection","1997"
"10798","thinkSMART","2010"
"10799","Digimon Story: Super Xros Wars Blue/Red","2011"
"10800","Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition","2010"
"10801","Mind Quiz","2006"
"10802","Populous DS","2008"
"10803","Who Wants to Be A Millionaire?","2011"
"10805","Cartoon Network: Punch Time Explosion","2011"
"10806","Imagine: Reporter","2010"
"10807","Disney Planes Fire & Rescue","2014"
"10809","Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!","2009"
"10810","Natural Doctrine","2014"
"10811","SNK vs. Capcom Card Fighters DS","2006"
"10812","Mystery Stories: Curse of the Ancient Spirits","2011"
"10813","Kuroko's Basketball: Miracle Game","2014"
"10816","ReCore","2016"
"10817","NASCAR","2006"
"10818","Halo 2","2007"
"10819","Shox","2002"
"10820","Unou no Tatsujin: Soukai! Machigai Museum 2","2007"
"10824","Neo Atlas","1998"
"10826","Disney's Aladdin in Nasira's Revenge","2000"
"10827","Kiniro no Corda 3","2010"
"10829","Taiko no Tatsujin: Don Don! Mystery Adventure","2016"
"10830","Winning Post 6","2003"
"10832","Rock Band Country Track Pack 2","2011"
"10833","Darkest of Days","2009"
"10834","Whacked!","2002"
"10838","Angry Birds: Rio","2011"
"10839","Dance on Broadway","2011"
"10841","Dungeons","2011"
"10843","SingStar Apres-Ski Party 2","2010"
"10844","Raven Squad: Operation Hidden Dagger","2009"
"10848","Medieval II: Total War","2006"
"10850","Metal Fight Beyblade","2009"
"10852","Speed Kings","2003"
"10853","Monopoly Collection","2011"
"10854","The King of Fighters XIV","2016"
"10855","Langrisser V: The End of Legend","1998"
"10857","PhotoKano","2012"
"10858","Ouchi Mainichi Tamagotchi","2012"
"10859","Fresh PreCure! Asobi Collection","2009"
"10860","Populous: The Beginning","1998"
"10861","Rygar: The Battle of Argus","2008"
"10862","Chess","2001"
"10863","Rosco McQueen: Firefighter Extreme","1997"
"10864","Terranigma","1995"
"10865","PAC-MAN and the Ghostly Adventures","2013"
"10866","The Voice","2014"
"10867","Forever Kingdom","2001"
"10868","Blitz: Overtime","2006"
"10870","Altered Beast: Guardian of the Realms","2002"
"10871","Field & Stream: Total Outdoorsman Challenge","2010"
"10872","Wordmaster","2008"
"10873","Shining Tears","2004"
"10874","MotoGP","2002"
"10875","Scaler","2004"
"10876","Gradius V","2004"
"10877","X-COM: UFO Defense","1995"
"10878","Raiden Fighters Aces","2008"
"10879","Scooby-Doo! Who's Watching Who?","2006"
"10880","World Cup '98 France: Road to Win","1998"
"10882","Barbie and the Magic of Pegasus","2005"
"10883","SD Gundam G Generation DS","2005"
"10885","Bleach: Heat the Soul","2005"
"10886","Fishing Master World Tour","2009"
"10889","World Stadium 5","2001"
"10890","The Legend of Heroes: A Tear of Vermillion","2005"
"10891","Digimon World: Next Order","2016"
"10892","The Amazing Spider-Man (Console Version)","2013"
"10893","The Crew: Wild Run","2015"
"10894","ESPN NBA 2Night","2000"
"10895","Uta no Prince-Sama: Debut","2012"
"10896","Galactic Taz Ball","2010"
"10899","Virtua Fighter CG Portrait Series Vol.3: Akira Yuki","1995"
"10900","Digimon Rumble Arena 2","2004"
"10903","Etrian Odyssey 2 Untold: Knight of Fafnir","2014"
"10904","Prinny 2: Dawn of Operation Panties, Dood!","2010"
"10905","Alien Monster Bowling League","2009"
"10906","Devil May Cry 4","2015"
"10907","Shockwave Assault","1995"
"10908","echochrome","2008"
"10909","Ribbit King","2003"
"10911","Championship Foosball","2008"
"10915","Pro Yakyuu Greatest Nine 98","1998"
"10916","Snood 2: On Vacation","2005"
"10917","Ninja Gaiden Black","2005"
"10918","Playmobil Pirates","2009"
"10919","Girls und Panzer: I Will Master Tankery","2014"
"10920","Bogey: Dead 6","1996"
"10921","Hakuouki: Zuisouroku Portable","2010"
"10922","Puyo Pop Fever (JP sales)","2004"
"10923","Dragon Ball Kai: Ultimate Butouden","2011"
"10924","Yu-Gi-Oh! GX: The Beginning of Destiny (US sales)","2007"
"10925","Brain Age: Concentration Training","2012"
"10926","Henry Hatsworth in the Puzzling Adventure","2009"
"10927","Shin Megami Tensei","2001"
"10929","U-Sing  2","2010"
"10931","The Revenge of Shinobi","2002"
"10932","Bloody Roar 4","2003"
"10933","Playmobil Circus","2009"
"10934","Let's Ride! Silver Buckle Stables","2006"
"10935","Star Wars: Empire at War - Gold Pack","2007"
"10936","Hakuoki: Demon of the Fleeting Blossom","2009"
"10938","Import Tuner Challenge (American sales)","2006"
"10941","WSC Real 11: World Snooker Championship","2011"
"10943","Crash Boom Bang!","2006"
"10944","Dragon Tales: Dragon Seek","2000"
"10947","Yourself Fitness","2004"
"10950","Def Jam Fight For NY: The Takeover","2006"
"10952","Black & White 2","2005"
"10953","GripShift","2005"
"10954","Jenga World Tour","2007"
"10955","Riviera: The Promised Land","2006"
"10956","The Idolmaster: Platinum Stars","2016"
"10958","Destroy All Humans! Path of the Furon","2009"
"10959","Resident Evil Chronicles HD","2012"
"10960","Wonder World Amusement Park","2009"
"10961","Return Fire","1996"
"10962","Lock's Quest","2008"
"10964","Wild ARMs: Alter Code F","2003"
"10965","Bomberman Max 2: Blue Advance","2002"
"10967","Atari Classics Evolved","2007"
"10968","Pillow Pets","2011"
"10969","SingStar: Made In Germany","2009"
"10970","Kawasaki Quad Bikes","2007"
"10972","Rapid Reload","1995"
"10973","New Legends","2002"
"10974","Total Overdose: A Gunslinger's Tale in Mexico","2005"
"10976","Island Xtreme Stunts","2002"
"10977","Fighting Fantasy: The Warlock of Firetop Mountain","2009"
"10978","Agassi Tennis Generation","2003"
"10979","Young Justice: Legacy","2013"
"10980","Metal Slug X","2001"
"10983","Driver: Renegade","2011"
"10984","Running Wild","1997"
"10985","Romance of the Three Kingdoms X","2005"
"10986","Brigandine: The Legend of Forsena","1998"
"10990","Sound Novel Machi","1998"
"10991","FIFA 2001: Major League Soccer","2000"
"10992","I Love Puppies","2010"
"10993","Jikkyou Powerful Pro Yakyuu 14 Ketteiban","2007"
"10994","Pokemon Rumble World","2015"
"10996","Beaterator","2009"
"10997","Skies of Arcadia","2000"
"10998","NASCAR: Dirt to Daytona","2002"
"11000","Challenge Me: Brain Puzzles 2","2010"
"11001","Cake Mania: Main Street","2011"
"11002","Road Trip","2002"
"11003","Blood of Bahamut","2009"
"11004","Damnation","2009"
"11005","DaGeDar","2011"
"11006","Quiz Magic Academy DS: Futatsu no Jikuu Koku","2010"
"11007","Lilie no Atelier: Salburg no Renkinjutsushi 3","2001"
"11008","Supremacy MMA","2012"
"11009","Top Gun: Firestorm Advance","2002"
"11011","Project Eden","2001"
"11012","Disney Art Academy","2016"
"11014","NERF N-Strike: Double Blast Bundle","2010"
"11016","Sega Casino","2005"
"11018","Ghosthunter","2003"
"11019","Junior Mystery Quest","2011"
"11020","Obscure: The Aftermath","2009"
"11021","Family GameShow","2009"
"11022","Great Party Games","2010"
"11023","Seven: Molmorth no Kiheitai","2000"
"11024","Doraemon: Nobita to Midori no Kyojinden DS","2008"
"11025","Jimmie Johnson's Anything With an Engine","2011"
"11026","Hello Kitty's Cube Frenzy","1998"
"11028","Spectral Force Genesis","2008"
"11029","Jikkyou Powerful Pro Yakyuu 9 Ketteiban","2002"
"11030","Agatha Christie: Evil Under the Sun","2008"
"11031","World Championship Games: A Track & Field Event","2008"
"11032","Astro Boy: Omega Factor","2003"
"11033","Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!","2010"
"11034","Fullmetal Alchemist: Dual Sympathy","2005"
"11035","Cardfight!! Vanguard: Ride to Victory","2013"
"11036","Last Rebellion","2010"
"11039","Jikkyou Powerful Pro Yakyuu Portable 2","2007"
"11040","Reading Training","2007"
"11041","Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2","2006"
"11043","Rugby 2005","2005"
"11044","Carnival Games: Wild West 3D","2011"
"11045","Ochaken no Heya DS 2","2007"
"11046","Ratchet & Clank Future: Quest for Booty","2008"
"11047","V-Rally Edition 99","1998"
"11048","Saikyou Habu Shogi","1996"
"11049","Castlevania Dracula X","1995"
"11050","Golden Nugget 64","1998"
"11051","Robotron 64","1998"
"11053","Inazuma Eleven 3","2013"
"11055","Naruto RPG 3: Rejiuu vs Konoha Shoutai","2006"
"11056","Tunnel B1","1996"
"11057","2-in-1 Game Pack: Spider-Man & Spider-Man 2","2005"
"11059","Go Play: City Sports","2009"
"11060","Porsche Challenge","1997"
"11061","Dragon Ball Z: Shin Butouden","1995"
"11063","Super Robot Taisen MX Portable","2005"
"11064","Mimana Iyar Chronicle","2009"
"11066","Shin Ken to Mah? to Gakuenmono. Toki no Gakuen","2012"
"11067","Super Robot Wars OG: The Moon Dwellers","2016"
"11068","Uta no Prince-Sama: Music 2","2013"
"11069","Jambo! Safari Animal Rescue","2009"
"11070","Supreme Commander","2008"
"11071","Saiyuuki: Kinkaku, Ginkaku no Inbou","2007"
"11072","Bleach: Heat the Soul 6","2009"
"11073","Roary the Racing Car","2009"
"11074","Ski and Shoot","2008"
"11075","Mugen Keitai Disgaea","2007"
"11077","Samurai Warriors 4: Empires","2015"
"11081","Mystic Heroes","2002"
"11082","Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata","2007"
"11084","The Sims 2: Apartment Life","2008"
"11085","MLB Superstars","2008"
"11086","Captain Tsubasa: Aratanaru Densetsu Joshou","2002"
"11087","Remington Super Slam Hunting: Alaska","2011"
"11088","Blood: The Last Vampire (Joukan)","2000"
"11089","Clockwork Knight","1994"
"11091","Freestyle Metal X","2003"
"11092","Prinny: Can I Really Be the Hero?","2008"
"11093","Sidewinder Max","2000"
"11094","The $1 Pyramid","2011"
"11096","Kenka Banchou 2: Full Throttle","2007"
"11097","Zoids Assault","2007"
"11099","Dark Angel: Vampire Apocalypse","2001"
"11102","Momu-chan Diet Wii: Figurobics by Chon Dayon","2010"
"11104","Atelier Totori: The Adventurer of Arland","2012"
"11105","Mad Dog McCree: Gunslinger Pack","2009"
"11106","No More Heroes: Red Zone","2011"
"11107","Game Hits!","2010"
"11108","Bakugan: Rise of the Resistance","2011"
"11109","Thomas & Friends: Hero of the Rails","2010"
"11115","Crysis: Maximum Edition","2009"
"11116","Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!","2010"
"11117","Wacky World of Sports","2009"
"11118","Kurikin: Nano Island Story","2007"
"11119","Transworld Snowboarding","2002"
"11122","Data East Arcade Classics","2010"
"11125","Crimson Sea","2002"
"11126","Naruto Shippuden: Gekito Ninja Taisen! EX 2","2007"
"11127","The Weakest Link","2001"
"11128","Dreamer Series: Teacher","2009"
"11129","Lethal Enforcers","1993"
"11130","Knights in the Nightmare","2008"
"11131","Romance of the Three Kingdoms XII","2012"
"11132","El Tigre: The Adventures of Manny Rivera","2007"
"11133","Ikaruga","2003"
"11134","Back to the Future: The Game","2011"
"11135","Hyperdimension Neptunia Re;Birth 2","2014"
"11137","Nobunaga's Ambition: Iron Triangle","2006"
"11138","Little League World Series Baseball: Double Play","2010"
