"id","movie_title","year"
"885","A Bronx Tale","1993"
"886","RRR","2022"
"887","The Hateful Eight","2015"
"888","Call Me by Your Name","2017"
"889","Willy Wonka & the Chocolate Factory","1971"
"890","Predator","1987"
"891","The Social Network","2010"
"892","Atonement","2007"
"893","Star Wars: Episode VII - The Force Awakens","2015"
"894","The Worst Person in the World","2021"
"895","Hot Fuzz","2007"
"896","Hidden Figures","2016"
"897","Manchester by the Sea","2016"
"898","The Girl with the Dragon Tattoo","2011"
"899","Isle of Dogs","2018"
"900","Nightcrawler","2014"
"901","American Gangster","2007"
"902","Taken","2008"
"903","Little Miss Sunshine","2006"
"904","The Last Samurai","2003"
"905","The Bourne Identity","2002"
"906","The Untouchables","1987"
"907","Misery","1990"
"908","Mary Poppins","1964"
"909","Moonrise Kingdom","2012"
"910","The Hobbit: The Desolation of Smaug","2013"
"911","Captain America: Civil War","2016"
"912","Boyz n the Hood","1991"
"913","I Saw the Devil","2010"
"914","The Fugitive","1993"
"915","Skyfall","2012"
"916","The Sandlot","1993"
"917","Cast Away","2000"
"918","The Curious Case of Benjamin Button","2008"
"919","Back to the Future Part II","1989"
"920","Freaks","1932"
"921","Moon","2009"
"922","Mississippi Burning","1988"
"923","Close","2022"
"924","Captain Fantastic","2016"
"925","Big Hero 6","2014"
"926","Captain Phillips","2013"
"927","The Fall","2006"
"928","The Holy Mountain","1973"
"929","Jujutsu Kaisen 0","2021"
"930","Captain America: The Winter Soldier","2014"
"931","Let the Right One In","2008"
"932","A Night at the Opera","1935"
"933","The Best Offer","2013"
"934","Night of the Living Dead","1968"
"935","Midnight Cowboy","1969"
"936","Walk the Line","2005"
"937","Serenity","2005"
"938","The Man from Earth","2007"
"939","October Sky","1999"
"940","The Fighter","2010"
"941","Awakenings","1990"
"942","The Searchers","1956"
"943","Frankenstein","1931"
"944","The Insider","1999"
"945","The King of Comedy","1982"
"946","Straight Outta Compton","2015"
"947","Changeling","2008"
"948","Dawn of the Dead","1978"
"949","The Girl with the Dragon Tattoo","2009"
"950","The Day of the Jackal","1973"
"951","Paddington 2","2017"
"952","Kiki's Delivery Service","1989"
"953","Hunt for the Wilderpeople","2016"
"954","The Remains of the Day","1993"
"955","The Conversation","1974"
"956","The Devils","1971"
"957","Thirteen Lives","2022"
"958","Ed Wood","1994"
"959","Kramer vs. Kramer","1979"
"960","Glory","1989"
"961","Lilya 4-Ever","2002"
"962","Once","2007"
"963","My Fair Lady","1964"
"964","How to Train Your Dragon 2","2014"
"965","Great Expectations","1946"
"966","The Outlaw Josey Wales","1976"
"967","The Bride of Frankenstein","1935"
"968","Cabaret","1972"
"969","Gaslight","1944"
"970","The Right Stuff","1983"
"971","Days of Heaven","1978"
"972","The Train","1964"
"973","Gangubai Kathiawadi","2022"
"974","All That Jazz","1979"
"975","Whisper of the Heart","1995"
"976","Letters from Iwo Jima","2006"
"977","Hannah and Her Sisters","1986"
"978","All About My Mother","1999"
"979","The Killing Fields","1984"
"980","Oliver Twist","1948"
"981","The Day the Earth Stood Still","1951"
"982","Manhattan","1979"
"983","Breaking the Waves","1996"
"984","My Left Foot","1989"
"985","The Chaser","2008"
"986","Guess Who's Coming to Dinner","1967"
"987","Stagecoach","1939"
"988","Aguirre, the Wrath of God","1972"
"989","Loving Vincent","2017"
"990","I, Daniel Blake","2016"
"991","Batman: Mask of the Phantasm","1993"
"992","Pride","2014"
"993","The Innocents","1961"
"994","East of Eden","1955"
"995","Ninja Scroll","1993"
"996","Shadow of a Doubt","1943"
"997","The Umbrellas of Cherbourg","1964"
"998","The Man Who Would Be King","1975"
"999","Badla","2019"
"1000","Imitation of Life","1959"
"1001","The Spirit of the Beehive","1973"
"1002","The White Ribbon","2009"
"1003","To Have and Have Not","1944"
"1004","L'Atalante","1934"
"1005","Red River","1948"
"1006","The World's Fastest Indian","2005"
"1007","Land of Mine","2015"
"1008","A Prophet","2009"
"1009","Hud","1963"
"1010","The Music Man","1962"
"1011","The Lunchbox","2013"
"1012","Johnny Got His Gun","1971"
"1013","Cowboy Bebop: The Movie","2001"
"1014","The Silence","1963"
"1015","They Shoot Horses, Don't They?","1969"
"1016","Bringing Up Baby","1938"
"1017","Babette's Feast","1987"
"1018","His Girl Friday","1939"
"1019","The Discreet Charm of the Bourgeoisie","1972"
"1020","Duck Soup","1933"
"1021","Once Upon a Time in Anatolia","2011"
"1022","The Chorus","2004"
"1023","Embrace of the Serpent","2015"
"1024","Vivre Sa Vie","1962"
"1025","Playtime","1967"
"1026","The Postman","1994"
"1027","Law of Tehran","2019"
"1028","The Servant","1963"
"1029","Crimes and Misdemeanors","1989"
"1030","The Hunchback of Notre Dame","1939"
"1031","You Can't Take It with You","1938"
"1032","The Asphalt Jungle","1950"
"1033","The Killer","1989"
"1034","The Court Jester","1955"
"1035","Seven Days in May","1964"
"1036","Berserk: The Golden Age Arc III - The Advent","2013"
"1037","Like Father, Like Son","2013"
"1038","The Children's Hour","1961"
"1039","Millennium Actress","2001"
"1040","Eat Drink Man Woman","1994"
"1041","The Ghost and Mrs. Muir","1947"
"1042","Au hasard Balthazar","1966"
"1043","That Obscure Object of Desire","1977"
"1044","Days of Wine and Roses","1962"
"1045","Mimi","2021"
"1046","Tokyo Godfathers","2003"
"1047","Veer-Zaara","2004"
"1048","Pandora's Box","1929"
"1049","The Phantom of Liberty","1974"
"1050","Becket","1964"
"1051","Minnal Murali","2021"
"1052","Brother","1997"
"1053","My Life as a Zucchini","2016"
"1054","Destiny","2006"
"1055","Ninotchka","1939"
"1056","Burnt by the Sun","1994"
"1057","The Bad and the Beautiful","1952"
"1058","Knockin' on Heaven's Door","1997"
"1059","Pelle the Conqueror","1987"
"1060","System Crasher","2019"
"1061","English Vinglish","2012"
"1062","Ernest & Celestine","2012"
"1063","Sword of the Stranger","2007"
"1064","Ashes and Diamonds","1958"
"1065","Birdman of Alcatraz","1962"
"1066","I Vitelloni","1953"
"1067","Mr. Deeds Goes to Town","1936"
"1068","Seven Chances","1925"
"1069","Breaker Morant","1980"
"1070","To the Forest of Firefly Lights","2011"
"1071","Poetry","2010"
"1072","Oasis","2002"
"1073","Mamma Roma","1962"
"1074","The Death of Mr. Lazarescu","2005"
"1075","Diary of a Country Priest","1951"
"1076","Good Morning","1959"
"1077","My Night at Maud's","1969"
"1078","Stray Dog","1949"
"1079","Monsieur Verdoux","1947"
"1080","Germany Year Zero","1948"
"1081","Interstella 5555: The 5tory of the 5ecret 5tar 5ystem","2003"
"1082","Vicky Donor","2012"
"1083","Boruto: Naruto the Movie","2015"
"1084","In This Corner (and Other Corners) of the World","2016"
"1085","Secret Superstar","2017"
"1086","Our Hospitality","1923"
"1087","Fury","1936"
"1088","The Island","2006"
"1089","Nayak: The Real Hero","2001"
"1090","Le Corbeau","1943"
"1091","Lovelorn","2005"
"1092","Kabadayi","2007"
"1093","Son of the Bride","2001"
"1094","Hindi Medium","2017"
"1095","Steamboat Bill, Jr.","1928"
"1096","Lakshya","2004"
"1097","Kai Po Che","2013"
"1098","Joji","2021"
"1099","The Road Home","1999"
"1100","Gangaajal","2003"
"1101","Goodachari","2018"
"1102","Harry Potter and the Goblet of Fire","2005"
"1103","The Whale","2022"
"1104","The Goonies","1985"
"1105","Wind River","2017"
"1106","Kingsman: The Secret Service","2014"
"1107","The Banshees of Inisherin","2022"
"1108","Aftersun","2022"
"1109","Halloween","1978"
"1110","Ocean's Eleven","2001"
"1111","The Hangover","2009"
"1112","Sicario","2015"
"1113","Coraline","2009"
"1114","The Game","1997"
"1115","Zodiac","2007"
"1116","Harry Potter and the Deathly Hallows: Part 1","2010"
"1117","When Harry Met Sally...","1989"
"1118","Man on Fire","2004"
"1119","Lost in Translation","2003"
"1120","Ex Machina","2014"
"1121","Blue Is the Warmest Colour","2013"
"1122","Mission: Impossible - Fallout","2018"
"1123","Airplane!","1980"
"1124","Home Alone","1990"
"1125","Black Hawk Down","2001"
"1126","Brokeback Mountain","2005"
"1127","500 Days of Summer","2009"
"1128","Primal Fear","1996"
"1129","The Boy in the Striped Pajamas","2008"
"1130","Training Day","2001"
"1131","Tangled","2010"
"1132","And Your Mother Too","2001"
"1133","The Count of Monte Cristo","2002"
"1134","The Last of the Mohicans","1992"
"1135","The Name of the Rose","1986"
"1136","A Few Good Men","1992"
"1137","Blue Velvet","1986"
"1138","The Boondock Saints","1999"
"1139","Deliverance","1972"
"1140","Blazing Saddles","1974"
"1141","First Blood","1982"
"1142","Silver Linings Playbook","2012"
"1143","Suzume","2022"
"1144","X: First Class","2011"
"1145","Birdman or (The Unexpected Virtue of Ignorance)","2014"
"1146","What's Eating Gilbert Grape","1993"
"1147","Crash","2004"
"1148","Marcel the Shell with Shoes On","2021"
"1149","The Dirty Dozen","1967"
"1150","The Lego Movie","2014"
"1151","Another Round","2020"
"1152","Gravity","2013"
"1153","Happiness","1998"
"1154","O Brother, Where Art Thou?","2000"
"1155","Fried Green Tomatoes","1991"
"1156","Donnie Brasco","1997"
"1157","Toy Story 4","2019"
"1158","Argo","2012"
"1159","Who Framed Roger Rabbit","1988"
"1160","Mr. Nobody","2009"
"1161","As Good as It Gets","1997"
"1162","The Quiet Girl","2022"
"1163","Gattaca","1997"
"1164","The Fault in Our Stars","2014"
"1165","Evil Dead II","1987"
"1166","Sense and Sensibility","1995"
"1167","Road to Perdition","2002"
"1168","Star Trek Into Darkness","2013"
"1169","Naked","1993"
"1170","Black Book","2006"
"1171","Sound of Metal","2019"
"1172","The Bourne Supremacy","2004"
"1173","The Eight Mountains","2022"
"1174","The Magnificent Seven","1960"
"1175","The French Connection","1971"
"1176","My Dinner with Andre","1981"
"1177","Bonnie and Clyde","1967"
"1178","The Color Purple","1985"
"1179","Wreck-It Ralph","2012"
"1180","A Man Called Ove","2015"
"1181","Dirty Harry","1971"
"1182","Glengarry Glen Ross","1992"
"1183","Roma","2018"
"1184","Sorcerer","1977"
"1185","Philadelphia","1993"
"1186","Apollo 13","1995"
"1187","Ray","2004"
"1188","Empire of the Sun","1987"
"1189","3:10 to Yuma","2007"
"1190","Flipped","2010"
"1191","Kung Fu Hustle","2004"
"1192","The Theory of Everything","2014"
"1193","Being John Malkovich","1999"
"1194","Adaptation.","2002"
"1195","This Is England","2006"
"1196","The Trial of the Chicago 7","2020"
"1197","Never Look Away","2018"
"1198","Detachment","2011"
"1199","Serpico","1973"
"1200","Star Trek II: The Wrath of Khan","1982"
"1201","Lucky Number Slevin","2006"
"1202","Paprika","2006"
"1203","Belle de Jour","1967"
"1204","Goldfinger","1964"
"1205","The Wind Rises","2013"
"1206","Billy Elliot","2000"
"1207","Clerks","1994"
"1208","The Great Beauty","2013"
"1209","1900","1976"
"1210","Hamlet","1996"
"1211","Ordinary People","1980"
"1212","Finding Neverland","2004"
"1213","The Longest Day","1962"
"1214","The Vanishing","1988"
"1215","Malcolm X","1992"
"1216","Mother","2009"
"1217","Miller's Crossing","1990"
"1218","Fantasia","1940"
"1219","Me and Earl and the Dying Girl","2015"
"1220","The Last Emperor","1987"
"1221","Run Lola Run","1998"
"1222","The Quiet Man","1952"
"1223","Open Your Eyes","1997"
"1224","South Park: Bigger, Longer & Uncut","1999"
"1225","The Verdict","1982"
"1226","Badlands","1973"
"1227","Breathless","1960"
"1228","The Man from Nowhere","2010"
"1229","Invasion of the Body Snatchers","1956"
"1230","Hedwig and the Angry Inch","2001"
"1231","Short Cuts","1993"
"1232","Beasts of No Nation","2015"
"1233","Kubo and the Two Strings","2016"
"1234","Porco Rosso","1992"
"1235","Breaking Away","1979"
"1236","Zulu","1964"
"1237","Fantastic Planet","1973"
"1238","Two Women","1960"
"1239","The Cure","1995"
"1240","Waking Life","2001"
"1241","The Motorcycle Diaries","2004"
"1242","The African Queen","1951"
"1243","The Magdalene Sisters","2002"
"1244","Perfect Strangers","2016"
"1245","Happy Together","1997"
"1246","Hard Boiled","1992"
"1247","Taste of Cherry","1997"
"1248","Purple Noon","1960"
"1249","The Lady Vanishes","1938"
"1250","Frost/Nixon","2008"
"1251","Night on Earth","1991"
"1252","Nebraska","2013"
"1253","The Caine Mutiny","1954"
"1254","When the Wind Blows","1986"
"1255","Good Bye Lenin!","2003"
"1256","Wait Until Dark","1967"
"1257","Black Narcissus","1947"
"1258","The Double Life of Véronique","1991"
"1259","Scarlet Street","1945"
"1260","The Joy Luck Club","1993"
"1261","Cape Fear","1962"
"1262","Marty","1955"
"1263","When Marnie Was There","2014"
"1264","The Broken Circle Breakdown","2012"
"1265","A Man for All Seasons","1966"
"1266","Hell","2010"
"1267","Dreams","1990"
"1268","The Killers","1946"
"1269","The Little Prince","2015"
"1270","What's Up, Doc?","1972"
"1271","Scarface","1932"
"1272","Down by Law","1986"
"1273","The Experiment","2001"
"1274","Key Largo","1948"
"1275","Raazi","2018"
"1276","The Purple Rose of Cairo","1985"
"1277","A Place in the Sun","1951"
"1278","Adam's Apples","2005"
"1279","3 Women","1977"
"1280","The Salesman","2016"
"1281","The Triplets of Belleville","2003"
"1282","Splendor in the Grass","1961"
"1283","Missing","1982"
"1284","Evil","2003"
"1285","L'Avventura","1960"
"1286","Confessions","2010"
"1287","L'Eclisse","1962"
"1288","My Darling Clementine","1946"
"1289","The Bear","1988"
"1290","Joint Security Area","2000"
"1291","Fireworks","1997"
"1292","How Green Was My Valley","1941"
"1293","The Pawnbroker","1964"
"1294","Jules and Jim","1962"
"1295","After the Wedding","2006"
"1296","The Young Girls of Rochefort","1967"
"1297","The Women","1939"
"1298","Holiday","1938"
"1299","Love and Death","1975"
"1300","The Muppet Christmas Carol","1992"
"1301","The Unknown Soldier","2017"
"1302","Eega","2012"
"1303","The Great Silence","1968"
"1304","Dragon Ball Super: Broly","2018"
"1305","The Girl Who Leapt Through Time","2006"
"1306","In America","2002"
"1307","Twelve O'Clock High","1949"
"1308","The Turin Horse","2011"
"1309","Nightmare Alley","1947"
"1310","Always","2011"
"1311","The Breadwinner","2017"
"1312","Bad Day at Black Rock","1955"
"1313","Captain Blood","1935"
"1314","Der blaue Engel","1930"
"1315","Top Hat","1935"
"1316","Zelig","1983"
"1317","The Marriage of Maria Braun","1979"
"1318","The Past","2013"
"1319","Joyeux Noel","2005"
"1320","Elmer Gantry","1960"
"1321","Sergeant York","1941"
"1322","Last Year at Marienbad","1961"
"1323","Vagabond","1985"
"1324","A Thursday","2022"
"1325","The Lady Eve","1941"
"1326","Corpus Christi","2019"
"1327","Mon Oncle","1958"
"1328","The Edge of Heaven","2007"
"1329","Udta Punjab","2016"
"1330","Ball of Fire","1941"
"1331","Kapoor & Sons","2016"
"1332","The Gunfighter","1950"
"1333","Intolerance","1916"
"1334","Mouchette","1967"
"1335","The Awful Truth","1937"
"1336","Mind Game","2004"
"1337","The Gospel According to St. Matthew","1964"
"1338","Stroszek","1977"
"1339","Rockstar","2011"
"1340","Berserk: The Golden Age Arc II - The Battle for Doldrey","2012"
"1341","The Enigma of Kaspar Hauser","1974"
"1342","Machuca","2004"
"1343","The Official Story","1985"
"1344","Kikujiro","1999"
"1345","Mephisto","1981"
"1346","Water","2005"
"1347","Waterloo Bridge","1940"
"1348","Smiles of a Summer Night","1955"
"1349","Three Wishes for Cinderella","1973"
"1350","The Second Mother","2015"
"1351","A Letter to Three Wives","1949"
"1352","City of Life and Death","2009"
"1353","Ivan the Terrible, Part I","1944"
"1354","Blind Chance","1987"
"1355","Magadheera","2009"
"1356","Rory O'Shea Was Here","2004"
"1357","Kolya","1996"
"1358","The Snitch","1962"
"1359","Dear Frankie","2004"
"1360","The Barber of Siberia","1998"
"1361","Nanban","2012"
"1362","Bang Bang You're Dead","2002"
"1363","Character","1997"
"1364","The Butterfly's Dream","2013"
"1365","Shall We Dance?","1996"
"1366","Don","1978"
"1367","Nerkonda Paarvai","2019"
"1368","Mr. India","1987"
"1369","Guru","2007"
"1370","Rock On!!","2008"
"1371","Geetha Govindam","2018"
"1372","Tabutta Rövasata","1996"
"1373","Oye Lucky! Lucky Oye!","2008"
"1374","Let's Sin","2014"
"1375","Thou Gild'st the Even","2013"
"1376","Mankatha","2011"
"1377","Harry Potter and the Sorcerer's Stone","2001"
"1378","Saw","2004"
"1379","Dazed and Confused","1993"
"1380","Avatar: The Way of Water","2022"
"1381","Once Upon a Time in Hollywood","2019"
"1382","American Psycho","2000"
"1383","Harry Potter and the Half-Blood Prince","2009"
"1384","Watchmen","2009"
"1385","Superbad","2007"
"1386","300","2006"
"1387","Star Wars: Episode III - Revenge of the Sith","2005"
"1388","Giant","1956"
"1389","Stardust","2007"
"1390","The Fifth Element","1997"
"1391","Love Actually","2003"
"1392","Hell or High Water","2016"
"1393","The Little Mermaid","1989"
"1394","Moana","2016"
"1395","Nimona","2023"
"1396","The Others","2001"
"1397","Office Space","1999"
"1398","Baby Driver","2017"
"1399","Romeo and Juliet","1968"
"1400","What We Do in the Shadows","2014"
"1401","West Side Story","1961"
"1402","Guardians of the Galaxy Vol. 2","2017"
"1403","Fury","2014"
"1404","Moulin Rouge!","2001"
"1405","Zombieland","2009"
"1406","Deadpool 2","2018"
"1407","RoboCop","1987"
"1408","The Godfather Part III","1990"
"1409","Train to Busan","2016"
"1410","Moneyball","2011"
"1411","Kick-Ass","2010"
"1412","The Butterfly Effect","2004"
"1413","Midnight in Paris","2011"
"1414","Gifted","2017"
"1415","The Birds","1963"
"1416","The Reader","2008"
"1417","End of Watch","2012"
"1418","Inside Man","2006"
"1419","Minority Report","2002"
"1420","Sherlock Holmes","2009"
"1421","The Fly","1986"
"1422","Lost Highway","1997"
"1423","A Star Is Born","2018"
"1424","My Cousin Vinny","1992"
"1425","Jeremiah Johnson","1972"
"1426","Guillermo del Toro's Pinocchio","2022"
"1427","Kung Fu Panda","2008"
"1428","Blood Simple","1984"
